Sample Time,X-Axis Acceleration,Y-Axis Acceleration,Z-Axis Acceleration
0.56473,-0.0133,0.9857,-0.2147
0.56619,-0.0133,0.9857,-0.2147
0.56766,-0.0133,0.9857,-0.2147
0.56914,-0.0133,0.9857,-0.2147
0.57062,-0.0133,0.9854,-0.1969
0.57208,-0.0084,0.9854,-0.1969
0.57349,-0.0084,0.9854,-0.1969
0.57490,-0.0084,0.9854,-0.1969
0.57630,-0.0084,0.9854,-0.1969
0.57770,-0.0084,0.9854,-0.1969
0.57911,-0.0084,0.9854,-0.1969
0.58051,-0.0084,0.9854,-0.1969
0.58193,-0.0084,0.9854,-0.1969
0.58333,-0.0084,0.9854,-0.1969
0.58473,-0.0084,0.9854,-0.1969
0.58614,-0.0084,0.9854,-0.1969
0.58755,-0.0084,0.9854,-0.1969
0.58906,-0.0084,0.9854,-0.1969
0.59046,-0.0084,0.9865,-0.2064
0.59194,-0.0153,0.9865,-0.2064
0.59342,-0.0153,0.9865,-0.2064
0.59483,-0.0153,0.9865,-0.2064
0.59623,-0.0153,0.9865,-0.2064
0.59763,-0.0153,0.9865,-0.2064
0.59903,-0.0153,0.9865,-0.2064
0.60044,-0.0153,0.9865,-0.2064
0.60192,-0.0153,0.9865,-0.2064
0.60345,-0.0153,0.9865,-0.2064
0.60492,-0.0153,0.9865,-0.2064
0.60640,-0.0153,0.9865,-0.2064
0.60788,-0.0153,0.9865,-0.2064
0.60934,-0.0153,0.9865,-0.2064
0.61081,-0.0133,0.9873,-0.2076
0.61227,-0.0133,0.9873,-0.2076
0.61368,-0.0133,0.9873,-0.2076
0.61509,-0.0133,0.9873,-0.2076
0.61648,-0.0133,0.9873,-0.2076
0.61788,-0.0133,0.9873,-0.2076
0.61929,-0.0133,0.9873,-0.2076
0.62069,-0.0133,0.9873,-0.2076
0.62213,-0.0133,0.9873,-0.2076
0.62361,-0.0133,0.9873,-0.2076
0.62508,-0.0133,0.9873,-0.2076
0.62655,-0.0133,0.9873,-0.2076
0.62802,-0.0133,0.9873,-0.2076
0.62949,-0.0133,0.9873,-0.1993
0.63096,-0.0148,0.9874,-0.1993
0.63246,-0.0148,0.9874,-0.1993
0.63392,-0.0148,0.9874,-0.1993
0.63540,-0.0148,0.9874,-0.1993
0.63687,-0.0148,0.9874,-0.1993
0.63835,-0.0148,0.9874,-0.1993
0.63983,-0.0148,0.9874,-0.1993
0.64130,-0.0148,0.9874,-0.1993
0.64278,-0.0148,0.9874,-0.1993
0.64425,-0.0148,0.9874,-0.1993
0.64573,-0.0148,0.9874,-0.1993
0.64720,-0.0148,0.9874,-0.1993
0.64867,-0.0148,0.9874,-0.1993
0.65014,-0.0148,0.9845,-0.2045
0.65165,-0.0112,0.9845,-0.2045
0.65316,-0.0112,0.9845,-0.2045
0.65463,-0.0112,0.9845,-0.2045
0.65610,-0.0112,0.9845,-0.2045
0.65763,-0.0112,0.9845,-0.2045
0.65919,-0.0112,0.9845,-0.2045
0.66066,-0.0112,0.9845,-0.2045
0.66254,-0.0112,0.9845,-0.2045
0.66395,-0.0112,0.9845,-0.2045
0.66535,-0.0112,0.9845,-0.2045
0.66676,-0.0112,0.9845,-0.2045
0.66816,-0.0112,0.9845,-0.2045
0.66956,-0.0112,0.9855,-0.2006
0.67096,-0.0138,0.9855,-0.2006
0.67250,-0.0138,0.9855,-0.2006
0.67397,-0.0138,0.9855,-0.2006
0.67545,-0.0138,0.9855,-0.2006
0.67692,-0.0138,0.9855,-0.2006
0.67840,-0.0138,0.9855,-0.2006
0.67988,-0.0138,0.9855,-0.2006
0.68135,-0.0138,0.9855,-0.2006
0.68283,-0.0138,0.9855,-0.2006
0.68430,-0.0138,0.9855,-0.2006
0.68578,-0.0138,0.9855,-0.2006
0.68726,-0.0138,0.9855,-0.2006
0.68872,-0.0138,0.9855,-0.2006
0.69020,-0.0111,0.9869,-0.207
0.69167,-0.0111,0.9869,-0.207
0.69310,-0.0111,0.9869,-0.207
0.69450,-0.0111,0.9869,-0.207
0.69591,-0.0111,0.9869,-0.207
0.69731,-0.0111,0.9869,-0.207
0.69871,-0.0111,0.9869,-0.207
0.70012,-0.0111,0.9869,-0.207
0.70153,-0.0111,0.9869,-0.207
0.70293,-0.0111,0.9869,-0.207
0.70433,-0.0111,0.9869,-0.207
0.70574,-0.0111,0.9869,-0.207
0.70714,-0.0111,0.9869,-0.207
0.70855,-0.0111,0.9869,-0.207
0.70995,-0.015,0.995,-0.1936
0.71140,-0.015,0.995,-0.1936
0.71286,-0.015,0.995,-0.1936
0.71428,-0.015,0.995,-0.1936
0.71568,-0.015,0.995,-0.1936
0.71709,-0.015,0.995,-0.1936
0.71849,-0.015,0.995,-0.1936
0.71989,-0.015,0.995,-0.1936
0.72136,-0.015,0.995,-0.1936
0.72318,-0.015,0.995,-0.1936
0.72490,-0.015,0.995,-0.1936
0.72631,-0.015,0.995,-0.1936
0.72771,-0.015,0.995,-0.1936
0.72912,-0.015,0.9871,-0.2
0.73052,-0.0107,0.9871,-0.2
0.73200,-0.0107,0.9871,-0.2
0.73348,-0.0107,0.9871,-0.2
0.73488,-0.0107,0.9871,-0.2
0.73628,-0.0107,0.9871,-0.2
0.73769,-0.0107,0.9871,-0.2
0.73909,-0.0107,0.9871,-0.2
0.74049,-0.0107,0.9871,-0.2
0.74190,-0.0107,0.9871,-0.2
0.74332,-0.0107,0.9871,-0.2
0.74472,-0.0107,0.9871,-0.2
0.74612,-0.0107,0.9871,-0.2
0.74752,-0.0107,0.9871,-0.2
0.74893,-0.0107,0.9856,-0.213
0.75033,-0.0138,0.9856,-0.213
0.75173,-0.0138,0.9856,-0.213
0.75313,-0.0138,0.9856,-0.213
0.75454,-0.0138,0.9856,-0.213
0.75607,-0.0138,0.9856,-0.213
0.75748,-0.0138,0.9856,-0.213
0.75888,-0.0138,0.9856,-0.213
0.76029,-0.0138,0.9856,-0.213
0.76173,-0.0138,0.9856,-0.213
0.76318,-0.0138,0.9856,-0.213
0.76459,-0.0138,0.9856,-0.213
0.76600,-0.0138,0.9856,-0.213
0.76740,-0.0138,0.9856,-0.213
0.76881,-0.0138,0.9891,-0.1958
0.77022,-0.0162,0.9891,-0.1958
0.77167,-0.0162,0.9891,-0.1958
0.77316,-0.0162,0.9891,-0.1958
0.77464,-0.0162,0.9891,-0.1958
0.77612,-0.0162,0.9891,-0.1958
0.77760,-0.0162,0.9891,-0.1958
0.77907,-0.0162,0.9891,-0.1958
0.78054,-0.0162,0.9891,-0.1958
0.78223,-0.0162,0.9891,-0.1958
0.78393,-0.0162,0.9891,-0.1958
0.78540,-0.0162,0.9891,-0.1958
0.78688,-0.0162,0.9891,-0.1958
0.78836,-0.0162,0.9891,-0.205
0.78984,-0.0175,0.9893,-0.205
0.79132,-0.0175,0.9893,-0.205
0.79280,-0.0175,0.9893,-0.205
0.79428,-0.0175,0.9893,-0.205
0.79576,-0.0175,0.9893,-0.205
0.79723,-0.0175,0.9893,-0.205
0.79870,-0.0175,0.9893,-0.205
0.80017,-0.0175,0.9893,-0.205
0.80165,-0.0175,0.9893,-0.205
0.80309,-0.0175,0.9893,-0.205
0.80449,-0.0175,0.9893,-0.205
0.80590,-0.0175,0.9893,-0.205
0.80730,-0.0175,0.9893,-0.205
0.80871,-0.0175,0.9868,-0.2015
0.81011,-0.0137,0.9868,-0.2015
0.81152,-0.0137,0.9868,-0.2015
0.81294,-0.0137,0.9868,-0.2015
0.81434,-0.0137,0.9868,-0.2015
0.81575,-0.0137,0.9868,-0.2015
0.81716,-0.0137,0.9868,-0.2015
0.81857,-0.0137,0.9868,-0.2015
0.81998,-0.0137,0.9868,-0.2015
0.82139,-0.0137,0.9868,-0.2015
0.82279,-0.0137,0.9868,-0.2015
0.82420,-0.0137,0.9868,-0.2015
0.82561,-0.0137,0.9868,-0.2015
0.82701,-0.0137,0.9868,-0.2015
0.82842,-0.0137,0.9824,-0.2164
0.82983,-0.0176,0.9824,-0.2164
0.83123,-0.0176,0.9824,-0.2164
0.83282,-0.0176,0.9824,-0.2164
0.83423,-0.0176,0.9824,-0.2164
0.83563,-0.0176,0.9824,-0.2164
0.83704,-0.0176,0.9824,-0.2164
0.83845,-0.0176,0.9824,-0.2164
0.83997,-0.0176,0.9824,-0.2164
0.84141,-0.0176,0.9824,-0.2164
0.84290,-0.0176,0.9824,-0.2164
0.84439,-0.0176,0.9824,-0.2164
0.84587,-0.0176,0.9824,-0.2164
0.84734,-0.0176,0.9824,-0.2164
0.84881,-0.0099,0.9885,-0.201
0.85029,-0.0099,0.9885,-0.201
0.85176,-0.0099,0.9885,-0.201
0.85319,-0.0099,0.9885,-0.201
0.85459,-0.0099,0.9885,-0.201
0.85600,-0.0099,0.9885,-0.201
0.85741,-0.0099,0.9885,-0.201
0.85881,-0.0099,0.9885,-0.201
0.86022,-0.0099,0.9885,-0.201
0.86167,-0.0099,0.9885,-0.201
0.86316,-0.0099,0.9885,-0.201
0.86463,-0.0099,0.9885,-0.201
0.86609,-0.0099,0.9885,-0.201
0.86756,-0.0099,0.9885,-0.2034
0.86904,-0.011,0.9879,-0.2034
0.87051,-0.011,0.9879,-0.2034
0.87198,-0.011,0.9879,-0.2034
0.87344,-0.011,0.9879,-0.2034
0.87496,-0.011,0.9879,-0.2034
0.87646,-0.011,0.9879,-0.2034
0.87786,-0.011,0.9879,-0.2034
0.87927,-0.011,0.9879,-0.2034
0.88067,-0.011,0.9879,-0.2034
0.88218,-0.011,0.9879,-0.2034
0.88372,-0.011,0.9879,-0.2034
0.88517,-0.011,0.9879,-0.2034
0.88663,-0.011,0.9879,-0.2034
0.88864,-0.0115,0.9846,-0.205
0.89009,-0.0115,0.9846,-0.205
0.89156,-0.0115,0.9846,-0.205
0.89299,-0.0115,0.9846,-0.205
0.89439,-0.0115,0.9846,-0.205
0.89580,-0.0115,0.9846,-0.205
0.89720,-0.0115,0.9846,-0.205
0.89861,-0.0115,0.9846,-0.205
0.90002,-0.0115,0.9846,-0.205
0.90143,-0.0115,0.9846,-0.205
0.90287,-0.0115,0.9846,-0.205
0.90435,-0.0115,0.9846,-0.205
0.90582,-0.0115,0.9846,-0.205
0.90730,-0.0115,0.9846,-0.1974
0.90878,-0.0125,0.9863,-0.1974
0.91025,-0.0125,0.9863,-0.1974
0.91172,-0.0125,0.9863,-0.1974
0.91320,-0.0125,0.9863,-0.1974
0.91467,-0.0125,0.9863,-0.1974
0.91615,-0.0125,0.9863,-0.1974
0.91762,-0.0125,0.9863,-0.1974
0.91910,-0.0125,0.9863,-0.1974
0.92057,-0.0125,0.9863,-0.1974
0.92203,-0.0125,0.9863,-0.1974
0.92356,-0.0125,0.9863,-0.1974
0.92496,-0.0125,0.9863,-0.1974
0.92637,-0.0125,0.9863,-0.1974
0.92777,-0.0182,0.9888,-0.2036
0.92918,-0.0182,0.9888,-0.2036
0.93058,-0.0182,0.9888,-0.2036
0.93201,-0.0182,0.9888,-0.2036
0.93343,-0.0182,0.9888,-0.2036
0.93484,-0.0182,0.9888,-0.2036
0.93624,-0.0182,0.9888,-0.2036
