timestamp_before, timestamp_After, accel_x, accel_y, accel_z, gyro_x, gyro_y, gyro_z,
1489472821.884267, 1489472821.895168, -0.088379, -0.206055, 0.503906, 1.586914, -0.183105, -3.662109
1489472821.895420, 1489472821.898255, -0.118164, -0.234375, 0.583496, 0.000000, 15.380859, -3.906250
1489472821.898449, 1489472821.900751, -0.104492, -0.213867, 0.508789, 0.671387, -0.122070, -4.455566
1489472821.900921, 1489472821.903489, -0.096680, -0.222656, 0.609375, -0.244141, -0.671387, -4.638672
1489472821.903666, 1489472821.906062, -0.091797, -0.212402, 0.579590, -0.427246, -0.305176, -4.943848
1489472821.906236, 1489472821.908748, -0.067383, -0.220215, 0.568848, -0.305176, -0.488281, -5.187988
1489472821.908922, 1489472821.911379, -0.108398, -0.218262, 0.624512, -0.427246, -1.220703, -5.493164
1489472821.911550, 1489472821.914052, -0.111328, -0.230469, 0.552246, -0.122070, -0.915527, -5.615234
1489472821.914225, 1489472821.916637, -0.106934, -0.215820, 0.507324, 0.244141, -0.915527, -5.981445
1489472821.916810, 1489472821.919222, -0.087402, -0.213867, 0.599121, -1.098633, -1.220703, -6.530762
1489472821.919397, 1489472821.921812, -0.085449, -0.245117, 0.552246, 14.831543, -0.976562, -7.446289
1489472821.921989, 1489472821.925310, -0.005859, -0.226562, 0.555664, -0.671387, -0.732422, -7.141113
1489472821.925497, 1489472821.928604, -0.079590, -0.204102, 0.560059, 15.136719, -1.342773, -7.202148
1489472821.928791, 1489472821.931297, -0.069824, -0.246094, 0.560059, 0.854492, -0.610352, -7.263184
1489472821.931479, 1489472821.933992, -0.119141, -0.222168, 0.567871, -15.380859, -0.305176, -7.324219
1489472821.934173, 1489472821.936602, -0.086426, -0.221680, 0.532715, -0.488281, -0.427246, -7.385254
1489472821.936779, 1489472821.939206, -0.069824, -0.235840, 0.611328, 0.488281, -0.244141, -6.469727
1489472821.939381, 1489472821.941801, -0.087402, -0.233398, 0.576660, 0.427246, -0.183105, -6.347656
1489472821.941969, 1489472821.944270, -0.101562, -0.230469, 0.522461, 0.976562, 0.244141, -6.225586
1489472821.944438, 1489472821.946733, -0.083496, -0.241699, 0.614258, -0.244141, 0.305176, -5.615234
1489472821.946900, 1489472821.949208, -0.078125, -0.236328, 0.565918, 0.122070, 0.366211, -5.432129
1489472821.949375, 1489472821.951713, -0.106934, -0.234375, 0.501953, 0.122070, 0.000000, -5.310059
1489472821.951889, 1489472821.954330, -0.088867, -0.250488, 0.611328, -0.366211, 0.915527, -5.065918
1489472821.954506, 1489472821.956929, -0.106445, -0.208008, 0.590820, -1.281738, 0.488281, -5.371094
1489472821.957103, 1489472821.959524, -0.110352, -0.243652, 0.625977, 0.549316, 15.441895, -5.676270
1489472821.959703, 1489472821.962427, -0.090820, -0.248047, 0.531250, 1.770020, 0.854492, -5.432129
1489472821.962604, 1489472821.965035, -0.112793, -0.238281, 0.597656, 2.502441, 0.488281, -5.859375
1489472821.965209, 1489472821.967639, -0.063965, -0.244141, 0.587402, 1.647949, 0.976562, -5.981445
1489472821.967814, 1489472821.970245, -0.118652, -0.238281, 0.513672, 2.258301, 1.770020, -5.737305
