Sample Time,X-Axis Acceleration,Y-Axis Acceleration,Z-Axis Acceleration
0.22205,0.0371,0.9833,-0.1716
0.22353,0.0371,0.9833,-0.1716
0.22499,0.0371,0.9833,-0.1716
0.22643,0.0371,0.9833,-0.1716
0.22783,0.0371,0.9833,-0.1716
0.22924,0.0371,0.9833,-0.1716
0.23064,0.0371,0.9833,-0.1716
0.23204,0.0371,0.9833,-0.1716
0.23345,0.0371,0.9833,-0.1716
0.23491,0.0371,0.9833,-0.1716
0.23638,0.0371,0.9833,-0.1716
0.23778,0.0371,0.9833,-0.1716
0.23919,0.0371,0.9833,-0.1849
0.24059,0.038,0.9829,-0.1849
0.24200,0.038,0.9829,-0.1849
0.24340,0.038,0.9829,-0.1849
0.24488,0.038,0.9829,-0.1849
0.24640,0.038,0.9829,-0.1849
0.24788,0.038,0.9829,-0.1849
0.24935,0.038,0.9829,-0.1849
0.25082,0.038,0.9829,-0.1849
0.25241,0.038,0.9829,-0.1849
0.25389,0.038,0.9829,-0.1849
0.25538,0.038,0.9829,-0.1849
0.25688,0.038,0.9829,-0.1849
0.25835,0.038,0.9829,-0.1849
0.25983,0.0376,0.9794,-0.1842
0.26130,0.0376,0.9794,-0.1842
0.26277,0.0376,0.9794,-0.1842
0.26425,0.0376,0.9794,-0.1842
0.26573,0.0376,0.9794,-0.1842
0.26720,0.0376,0.9794,-0.1842
0.26868,0.0376,0.9794,-0.1842
0.27015,0.0376,0.9794,-0.1842
0.27163,0.0376,0.9794,-0.1842
0.27310,0.0376,0.9794,-0.1842
0.27458,0.0376,0.9794,-0.1842
0.27602,0.0376,0.9794,-0.1842
0.27743,0.0376,0.9794,-0.1842
0.27884,0.0376,0.9794,-0.1799
0.28025,0.036,0.9823,-0.1799
0.28165,0.036,0.9823,-0.1799
0.28306,0.036,0.9823,-0.1799
0.28447,0.036,0.9823,-0.1799
0.28591,0.036,0.9823,-0.1799
0.28738,0.036,0.9823,-0.1799
0.28886,0.036,0.9823,-0.1799
0.29034,0.036,0.9823,-0.1799
0.29181,0.036,0.9823,-0.1799
0.29329,0.036,0.9823,-0.1799
0.29479,0.036,0.9823,-0.1799
0.29629,0.036,0.9823,-0.1799
0.29776,0.036,0.9823,-0.1799
0.29923,0.036,0.9878,-0.1775
0.30076,0.0365,0.9878,-0.1775
0.30229,0.0365,0.9878,-0.1775
0.30377,0.0365,0.9878,-0.1775
0.30541,0.0365,0.9878,-0.1775
0.30705,0.0365,0.9878,-0.1775
0.30853,0.0365,0.9878,-0.1775
0.31002,0.0365,0.9878,-0.1775
0.31149,0.0365,0.9878,-0.1775
0.31295,0.0365,0.9878,-0.1775
0.31444,0.0365,0.9878,-0.1775
0.31589,0.0365,0.9878,-0.1775
0.31730,0.0365,0.9878,-0.1775
0.31870,0.0365,0.9849,-0.1825
0.32010,0.0317,0.9849,-0.1825
0.32151,0.0317,0.9849,-0.1825
0.32292,0.0317,0.9849,-0.1825
0.32432,0.0317,0.9849,-0.1825
0.32581,0.0317,0.9849,-0.1825
0.32728,0.0317,0.9849,-0.1825
0.32875,0.0317,0.9849,-0.1825
0.33022,0.0317,0.9849,-0.1825
0.33170,0.0317,0.9849,-0.1825
0.33317,0.0317,0.9849,-0.1825
0.33466,0.0317,0.9849,-0.1825
0.33620,0.0317,0.9849,-0.1825
0.33761,0.0317,0.9849,-0.1825
0.33902,0.036,0.9828,-0.1772
0.34043,0.036,0.9828,-0.1772
0.34183,0.036,0.9828,-0.1772
0.34324,0.036,0.9828,-0.1772
0.34466,0.036,0.9828,-0.1772
0.34607,0.036,0.9828,-0.1772
0.34748,0.036,0.9828,-0.1772
0.34889,0.036,0.9828,-0.1772
0.35030,0.036,0.9828,-0.1772
0.35170,0.036,0.9828,-0.1772
0.35311,0.036,0.9828,-0.1772
0.35452,0.036,0.9828,-0.1772
0.35609,0.036,0.9828,-0.1772
0.35750,0.036,0.9828,-0.1772
0.35891,0.0344,0.9827,-0.1738
0.36031,0.0344,0.9827,-0.1738
0.36172,0.0344,0.9827,-0.1738
0.36312,0.0344,0.9827,-0.1738
0.36453,0.0344,0.9827,-0.1738
0.36614,0.0344,0.9827,-0.1738
0.36762,0.0344,0.9827,-0.1738
0.36909,0.0344,0.9827,-0.1738
0.37056,0.0344,0.9827,-0.1738
0.37204,0.0344,0.9827,-0.1738
0.37352,0.0344,0.9827,-0.1738
0.37499,0.0344,0.9827,-0.1738
0.37647,0.0344,0.9827,-0.1738
0.37794,0.0344,0.9827,-0.1799
0.37942,0.0347,0.9893,-0.1799
0.38089,0.0347,0.9893,-0.1799
0.38237,0.0347,0.9893,-0.1799
0.38385,0.0347,0.9893,-0.1799
0.38532,0.0347,0.9893,-0.1799
0.38680,0.0347,0.9893,-0.1799
0.38828,0.0347,0.9893,-0.1799
0.38975,0.0347,0.9893,-0.1799
0.39122,0.0347,0.9893,-0.1799
0.39269,0.0347,0.9893,-0.1799
0.39417,0.0347,0.9893,-0.1799
0.39563,0.0347,0.9893,-0.1799
0.39705,0.0347,0.9893,-0.1799
0.39845,0.0317,0.9922,-0.166
0.39986,0.0317,0.9922,-0.166
0.40127,0.0317,0.9922,-0.166
0.40267,0.0317,0.9922,-0.166
0.40407,0.0317,0.9922,-0.166
0.40551,0.0317,0.9922,-0.166
0.40698,0.0317,0.9922,-0.166
0.40845,0.0317,0.9922,-0.166
0.40993,0.0317,0.9922,-0.166
0.41141,0.0317,0.9922,-0.166
0.41288,0.0317,0.9922,-0.166
0.41436,0.0317,0.9922,-0.166
0.41584,0.0317,0.9922,-0.166
0.41732,0.0317,0.9922,-0.1702
0.41879,0.0349,0.9856,-0.1702
0.42037,0.0349,0.9856,-0.1702
0.42191,0.0349,0.9856,-0.1702
0.42345,0.0349,0.9856,-0.1702
0.42496,0.0349,0.9856,-0.1702
0.42648,0.0349,0.9856,-0.1702
0.42797,0.0349,0.9856,-0.1702
0.42944,0.0349,0.9856,-0.1702
0.43091,0.0349,0.9856,-0.1702
0.43238,0.0349,0.9856,-0.1702
0.43386,0.0349,0.9856,-0.1702
0.43536,0.0349,0.9856,-0.1702
0.43686,0.0349,0.9856,-0.1702
0.43833,0.0175,0.9885,-0.174
0.43981,0.0175,0.9885,-0.174
0.44128,0.0175,0.9885,-0.174
0.44276,0.0175,0.9885,-0.174
0.44423,0.0175,0.9885,-0.174
0.44568,0.0175,0.9885,-0.174
0.44709,0.0175,0.9885,-0.174
0.44850,0.0175,0.9885,-0.174
0.44990,0.0175,0.9885,-0.174
0.45131,0.0175,0.9885,-0.174
0.45271,0.0175,0.9885,-0.174
0.45412,0.0175,0.9885,-0.174
0.45554,0.0175,0.9885,-0.174
0.45697,0.0175,0.9885,-0.1725
0.45838,0.0322,0.9905,-0.1725
0.45979,0.0322,0.9905,-0.1725
0.46119,0.0322,0.9905,-0.1725
0.46260,0.0322,0.9905,-0.1725
0.46400,0.0322,0.9905,-0.1725
0.46542,0.0322,0.9905,-0.1725
0.46684,0.0322,0.9905,-0.1725
0.46824,0.0322,0.9905,-0.1725
0.46965,0.0322,0.9905,-0.1725
0.47106,0.0322,0.9905,-0.1725
0.47246,0.0322,0.9905,-0.1725
0.47387,0.0322,0.9905,-0.1725
0.47532,0.0322,0.9905,-0.1725
0.47678,0.0322,0.9905,-0.1412
0.47819,0.0375,0.9912,-0.1532
0.47959,0.0375,0.9912,-0.1532
0.48100,0.0375,0.9912,-0.1532
0.48240,0.0375,0.9912,-0.1532
0.48381,0.0375,0.9912,-0.1532
0.48529,0.0375,0.9912,-0.1532
0.48682,0.0375,0.9912,-0.1532
0.48830,0.0375,0.9912,-0.1532
0.48977,0.0375,0.9912,-0.1532
0.49125,0.0375,0.9912,-0.1532
0.49272,0.0375,0.9912,-0.1532
0.49419,0.0375,0.9912,-0.1532
0.49565,0.0375,0.9912,-0.1532
0.49707,0.0375,0.9912,-0.1774
0.49848,0.0367,0.9844,-0.1774
0.49988,0.0367,0.9844,-0.1774
0.50128,0.0367,0.9844,-0.1774
0.50269,0.0367,0.9844,-0.1774
0.50420,0.0367,0.9844,-0.1774
0.50564,0.0367,0.9844,-0.1774
0.50711,0.0367,0.9844,-0.1774
0.50859,0.0367,0.9844,-0.1774
0.51007,0.0367,0.9844,-0.1774
0.51154,0.0367,0.9844,-0.1774
0.51302,0.0367,0.9844,-0.1774
0.51449,0.0367,0.9844,-0.1774
0.51602,0.0367,0.9844,-0.1774
0.51750,0.0347,0.981,-0.1729
0.51897,0.0347,0.981,-0.1729
0.52045,0.0347,0.981,-0.1729
0.52192,0.0347,0.981,-0.1729
0.52340,0.0347,0.981,-0.1729
0.52493,0.0347,0.981,-0.1729
0.52645,0.0347,0.981,-0.1729
0.52786,0.0347,0.981,-0.1729
0.52927,0.0347,0.981,-0.1729
0.53069,0.0347,0.981,-0.1729
0.53209,0.0347,0.981,-0.1729
0.53350,0.0347,0.981,-0.1729
0.53498,0.0347,0.981,-0.1729
0.53649,0.0347,0.981,-0.1769
0.53795,0.0309,0.9875,-0.1769
0.53940,0.0309,0.9875,-0.1769
0.54098,0.0309,0.9875,-0.1769
0.54257,0.0309,0.9875,-0.1769
0.54403,0.0309,0.9875,-0.1769
0.54593,0.0309,0.9875,-0.1769
0.54734,0.0309,0.9875,-0.1769
0.54874,0.0309,0.9875,-0.1769
0.55014,0.0309,0.9875,-0.1769
0.55155,0.0309,0.9875,-0.1769
0.55296,0.0309,0.9875,-0.1769
0.55436,0.0309,0.9875,-0.1769
0.55583,0.0309,0.9875,-0.1769
0.55729,0.036,0.9934,-0.1687
0.55875,0.036,0.9934,-0.1687
0.56021,0.036,0.9934,-0.1687
0.56168,0.036,0.9934,-0.1687
0.56315,0.036,0.9934,-0.1687
0.56462,0.036,0.9934,-0.1687
0.56609,0.036,0.9934,-0.1687
0.56754,0.036,0.9934,-0.1687
0.56902,0.036,0.9934,-0.1687
0.57049,0.036,0.9934,-0.1687
0.57195,0.036,0.9934,-0.1687
0.57342,0.036,0.9934,-0.1687
0.57487,0.036,0.9934,-0.1687
0.57631,0.036,0.9934,-0.1688
0.57771,0.0286,0.9889,-0.1688
0.57943,0.0286,0.9889,-0.1688
0.58116,0.0286,0.9889,-0.1688
0.58256,0.0286,0.9889,-0.1688
0.58397,0.0286,0.9889,-0.1688
0.58541,0.0286,0.9889,-0.1688
0.58686,0.0286,0.9889,-0.1688
0.58826,0.0286,0.9889,-0.1688
0.58978,0.0286,0.9889,-0.1688
0.59118,0.0286,0.9889,-0.1688
0.59259,0.0286,0.9889,-0.1688
0.59399,0.0286,0.9889,-0.1688
0.59544,0.0286,0.9889,-0.1688
0.59692,0.0276,0.9801,-0.1818
0.59839,0.0276,0.9801,-0.1818
0.59987,0.0276,0.9801,-0.1818
0.60135,0.0276,0.9801,-0.1818
0.60282,0.0276,0.9801,-0.1818
0.60430,0.0276,0.9801,-0.1818
0.60578,0.0276,0.9801,-0.1818
0.60726,0.0276,0.9801,-0.1818
0.60874,0.0276,0.9801,-0.1818
0.61021,0.0276,0.9801,-0.1818
0.61169,0.0276,0.9801,-0.1818
0.61315,0.0276,0.9801,-0.1818
0.61465,0.0276,0.9801,-0.1818
0.61609,0.0276,0.9866,-0.1689
0.61749,0.0367,0.9866,-0.1689
0.61890,0.0367,0.9866,-0.1689
0.62030,0.0367,0.9866,-0.1689
0.62171,0.0367,0.9866,-0.1689
0.62311,0.0367,0.9866,-0.1689
0.62452,0.0367,0.9866,-0.1689
0.62610,0.0367,0.9866,-0.1689
0.62750,0.0367,0.9866,-0.1689
0.62893,0.0367,0.9866,-0.1689
0.63035,0.0367,0.9866,-0.1689
0.63175,0.0367,0.9866,-0.1689
0.63315,0.0367,0.9866,-0.1689
0.63456,0.0367,0.9866,-0.1689
0.63612,0.0367,0.9856,-0.1766
0.63753,0.0302,0.9856,-0.1766
0.63894,0.0302,0.9856,-0.1766
0.64036,0.0302,0.9856,-0.1766
0.64176,0.0302,0.9856,-0.1766
0.64316,0.0302,0.9856,-0.1766
0.64457,0.0302,0.9856,-0.1766
0.64607,0.0302,0.9856,-0.1766
0.64754,0.0302,0.9856,-0.1766
0.64900,0.0302,0.9856,-0.1766
0.65049,0.0302,0.9856,-0.1766
0.65195,0.0302,0.9856,-0.1766
0.65343,0.0302,0.9856,-0.1766
0.65490,0.0302,0.9856,-0.1766
0.65638,0.0426,0.9841,-0.1699
0.65786,0.0426,0.9841,-0.1699
0.65933,0.0426,0.9841,-0.1699
0.66081,0.0426,0.9841,-0.1699
0.66228,0.0426,0.9841,-0.1699
0.66375,0.0426,0.9841,-0.1699
0.66525,0.0426,0.9841,-0.1699
0.66673,0.0426,0.9841,-0.1699
0.66820,0.0426,0.9841,-0.1699
0.66968,0.0426,0.9841,-0.1699
0.67114,0.0426,0.9841,-0.1699
0.67274,0.0426,0.9841,-0.1699
0.67421,0.0426,0.9841,-0.1699
0.67566,0.0426,0.9858,-0.1729
0.67708,0.0308,0.9858,-0.1729
0.67848,0.0308,0.9858,-0.1729
0.67989,0.0308,0.9858,-0.1729
0.68129,0.0308,0.9858,-0.1729
0.68270,0.0308,0.9858,-0.1729
0.68410,0.0308,0.9858,-0.1729
0.68551,0.0308,0.9858,-0.1729
0.68691,0.0308,0.9858,-0.1729
0.68832,0.0308,0.9858,-0.1729
0.68972,0.0308,0.9858,-0.1729
0.69116,0.0308,0.9858,-0.1729
0.69262,0.0308,0.9858,-0.1729
0.69403,0.0308,0.9858,-0.1729
0.69553,0.0308,0.9828,-0.1761
0.69708,0.0364,0.9828,-0.1761
0.69856,0.0364,0.9828,-0.1761
0.70004,0.0364,0.9828,-0.1761
0.70151,0.0364,0.9828,-0.1761
0.70299,0.0364,0.9828,-0.1761
0.70446,0.0364,0.9828,-0.1761
0.70594,0.0364,0.9828,-0.1761
0.70742,0.0364,0.9828,-0.1761
0.70889,0.0364,0.9828,-0.1761
0.71037,0.0364,0.9828,-0.1761
0.71184,0.0364,0.9828,-0.1761
0.71332,0.0364,0.9828,-0.1761
0.71481,0.0364,0.9828,-0.1624
0.71629,0.0383,0.9871,-0.1624
0.71776,0.0383,0.9871,-0.1624
0.71923,0.0383,0.9871,-0.1624
0.72071,0.0383,0.9871,-0.1624
0.72219,0.0383,0.9871,-0.1624
0.72366,0.0383,0.9871,-0.1624
0.72514,0.0383,0.9871,-0.1624
0.72658,0.0383,0.9871,-0.1624
0.72799,0.0383,0.9871,-0.1624
0.72939,0.0383,0.9871,-0.1624
0.73080,0.0383,0.9871,-0.1624
0.73221,0.0383,0.9871,-0.1624
0.73361,0.0383,0.9871,-0.1624
0.73502,0.0383,0.9871,-0.1764
0.73645,0.041,0.9821,-0.1764
0.73786,0.041,0.9821,-0.1764
0.73926,0.041,0.9821,-0.1764
0.74066,0.041,0.9821,-0.1764
0.74207,0.041,0.9821,-0.1764
0.74347,0.041,0.9821,-0.1764
0.74494,0.041,0.9821,-0.1764
0.74641,0.041,0.9821,-0.1764
0.74782,0.041,0.9821,-0.1764
0.74922,0.041,0.9821,-0.1764
0.75062,0.041,0.9821,-0.1764
0.75203,0.041,0.9821,-0.1764
0.75344,0.041,0.9821,-0.1764
0.75490,0.041,0.9821,-0.1719
0.75651,0.0319,0.9833,-0.1719
0.75799,0.0319,0.9833,-0.1719
0.75946,0.0319,0.9833,-0.1719
0.76094,0.0319,0.9833,-0.1719
0.76241,0.0319,0.9833,-0.1719
0.76389,0.0319,0.9833,-0.1719
0.76539,0.0319,0.9833,-0.1719
0.76688,0.0319,0.9833,-0.1719
0.76835,0.0319,0.9833,-0.1719
0.76983,0.0319,0.9833,-0.1719
0.77131,0.0319,0.9833,-0.1719
0.77278,0.0319,0.9833,-0.1719
0.77426,0.0319,0.9833,-0.1719
0.77574,0.0304,0.9873,-0.1696
0.77722,0.0304,0.9873,-0.1696
0.77870,0.0304,0.9873,-0.1696
0.78017,0.0304,0.9873,-0.1696
0.78165,0.0304,0.9873,-0.1696
0.78312,0.0304,0.9873,-0.1696
0.78460,0.0304,0.9873,-0.1696
0.78605,0.0304,0.9873,-0.1696
0.78745,0.0304,0.9873,-0.1696
0.78886,0.0304,0.9873,-0.1696
0.79027,0.0304,0.9873,-0.1696
0.79167,0.0304,0.9873,-0.1696
0.79307,0.0304,0.9873,-0.1696
0.79448,0.0304,0.9873,-0.1729
0.79598,0.0389,0.9828,-0.1729
0.79752,0.0389,0.9828,-0.1729
0.79900,0.0389,0.9828,-0.1729
0.80048,0.0389,0.9828,-0.1729
0.80195,0.0389,0.9828,-0.1729
0.80342,0.0389,0.9828,-0.1729
0.80489,0.0389,0.9828,-0.1729
0.80638,0.0389,0.9828,-0.1729
0.80785,0.0389,0.9828,-0.1729
0.80933,0.0389,0.9828,-0.1729
0.81084,0.0389,0.9828,-0.1729
0.81252,0.0389,0.9828,-0.1729
0.81398,0.0389,0.9828,-0.1788
0.81588,0.0358,0.9857,-0.1788
0.81736,0.0358,0.9857,-0.1788
0.81884,0.0358,0.9857,-0.1788
0.82031,0.0358,0.9857,-0.1788
0.82178,0.0358,0.9857,-0.1788
0.82326,0.0358,0.9857,-0.1788
0.82476,0.0358,0.9857,-0.1788
0.82626,0.0358,0.9857,-0.1788
0.82772,0.0358,0.9857,-0.1788
0.82921,0.0358,0.9857,-0.1788
0.83069,0.0358,0.9857,-0.1788
0.83216,0.0358,0.9857,-0.1788
0.83363,0.0358,0.9857,-0.1788
0.83509,0.0363,0.9839,-0.1685
0.83652,0.0363,0.9839,-0.1685
0.83793,0.0363,0.9839,-0.1685
0.83933,0.0363,0.9839,-0.1685
0.84074,0.0363,0.9839,-0.1685
0.84226,0.0363,0.9839,-0.1685
0.84366,0.0363,0.9839,-0.1685
0.84507,0.0363,0.9839,-0.1685
0.84648,0.0363,0.9839,-0.1685
0.84789,0.0363,0.9839,-0.1685
0.84929,0.0363,0.9839,-0.1685
0.85069,0.0363,0.9839,-0.1685
0.85210,0.0363,0.9839,-0.1685
0.85351,0.0363,0.9839,-0.1685
0.85491,0.0387,0.9827,-0.1665
0.85632,0.0387,0.9827,-0.1665
0.85773,0.0387,0.9827,-0.1665
0.85913,0.0387,0.9827,-0.1665
0.86053,0.0387,0.9827,-0.1665
0.86194,0.0387,0.9827,-0.1665
0.86335,0.0387,0.9827,-0.1665
0.86477,0.0387,0.9827,-0.1665
0.86620,0.0387,0.9827,-0.1665
0.86761,0.0387,0.9827,-0.1665
0.86902,0.0387,0.9827,-0.1665
0.87042,0.0387,0.9827,-0.1665
0.87183,0.0387,0.9827,-0.1665
0.87323,0.0387,0.9827,-0.1665
0.87470,0.0428,0.989,-0.1566
0.87621,0.0428,0.989,-0.1566
0.87769,0.0428,0.989,-0.1566
0.87916,0.0428,0.989,-0.1566
0.88064,0.0428,0.989,-0.1566
0.88211,0.0428,0.989,-0.1566
0.88360,0.0428,0.989,-0.1566
0.88507,0.0428,0.989,-0.1566
0.88650,0.0428,0.989,-0.1566
0.88791,0.0428,0.989,-0.1566
0.88931,0.0428,0.989,-0.1566
0.89072,0.0428,0.989,-0.1566
0.89213,0.0428,0.989,-0.1566
0.89354,0.0428,0.989,-0.1759
0.89495,0.0275,0.9861,-0.1759
0.89641,0.0275,0.9861,-0.1759
0.89789,0.0275,0.9861,-0.1759
0.89936,0.0275,0.9861,-0.1759
0.90085,0.0275,0.9861,-0.1759
0.90232,0.0275,0.9861,-0.1759
0.90380,0.0275,0.9861,-0.1759
0.90527,0.0275,0.9861,-0.1759
0.90676,0.0275,0.9861,-0.1759
0.90824,0.0275,0.9861,-0.1759
0.90972,0.0275,0.9861,-0.1759
0.91119,0.0275,0.9861,-0.1759
0.91266,0.0275,0.9861,-0.1759
0.91414,0.0354,0.9835,-0.1857
0.91563,0.0354,0.9835,-0.1857
0.91711,0.0354,0.9835,-0.1857
0.91858,0.0354,0.9835,-0.1857
0.92005,0.0354,0.9835,-0.1857
0.92153,0.0354,0.9835,-0.1857
0.92301,0.0354,0.9835,-0.1857
0.92459,0.0354,0.9835,-0.1857
0.92607,0.0354,0.9835,-0.1857
0.92756,0.0354,0.9835,-0.1857
0.92903,0.0354,0.9835,-0.1857
0.93059,0.0354,0.9835,-0.1857
0.93227,0.0354,0.9835,-0.1857
0.93374,0.0354,0.9907,-0.1644
0.93524,0.0402,0.9907,-0.1644
0.93673,0.0402,0.9907,-0.1644
0.93814,0.0402,0.9907,-0.1644
0.93954,0.0402,0.9907,-0.1644
0.94095,0.0402,0.9907,-0.1644
0.94235,0.0402,0.9907,-0.1644
0.94376,0.0402,0.9907,-0.1644
0.94520,0.0402,0.9907,-0.1644
0.94669,0.0402,0.9907,-0.1644
0.94816,0.0402,0.9907,-0.1644
0.94964,0.0402,0.9907,-0.1644
0.95111,0.0402,0.9907,-0.1644
0.95259,0.0402,0.9907,-0.1644
0.95407,0.0341,0.9886,-0.1804
0.95556,0.0341,0.9886,-0.1804
0.95706,0.0341,0.9886,-0.1804
0.95853,0.0341,0.9886,-0.1804
0.96001,0.0341,0.9886,-0.1804
0.96148,0.0341,0.9886,-0.1804
0.96296,0.0341,0.9886,-0.1804
0.96444,0.0341,0.9886,-0.1804
0.96589,0.0341,0.9886,-0.1804
0.96730,0.0341,0.9886,-0.1804
0.96870,0.0341,0.9886,-0.1804
0.97011,0.0341,0.9886,-0.1804
0.97152,0.0341,0.9886,-0.1804
0.97292,0.0341,0.9886,-0.1764
0.97432,0.0419,0.9857,-0.1764
0.97577,0.0419,0.9857,-0.1764
