timestamp_before, timestamp_After, accel_x, accel_y, accel_z, gyro_x, gyro_y, gyro_z
1487805380.01083,1487805380.01321,-0.084961,0.675293,-0.018555,-1.77002,-2.380371,-4.272461
1487805380.01328,1487805380.01577,-0.083496,0.678711,0.018066,-1.159668,-2.319336,-3.90625
1487805380.01583,1487805380.01830,-0.085449,0.670898,0.016602,-2.502441,-1.831055,-4.089355
1487805380.01836,1487805380.02079,-0.069336,0.703125,0.000488,-2.685547,-2.319336,-3.417969
1487805380.02085,1487805380.02328,-0.091309,0.686523,-0.026367,-3.234863,-3.601074,-3.601074
1487805380.02334,1487805380.02577,-0.069824,0.679199,0.026367,-1.77002,-2.990723,-3.417969
1487805380.02583,1487805380.02813,-0.053223,0.690918,0.022949,-2.13623,-2.441406,-3.173828
1487805380.02819,1487805380.03048,-0.083496,0.708496,0.026855,-2.624512,-1.953125,-3.051758
1487805380.03055,1487805380.03284,-0.071777,0.703613,-0.03125,-3.845215,-1.77002,-3.295898
1487805380.03290,1487805380.03520,-0.078125,0.679688,0.080078,-3.051758,-1.708984,-3.967285
1487805380.03526,1487805380.03756,-0.04834,0.677734,0.027344,-1.953125,-2.13623,-4.272461
1487805380.03762,1487805380.03992,-0.084473,0.662598,0.012695,-2.441406,-2.929688,-3.723145
1487805380.03998,1487805380.04228,-0.049316,0.668457,-0.120117,-2.990723,-2.685547,-3.967285
1487805380.04234,1487805380.04463,-0.056152,0.678711,0.01709,-1.89209,-2.624512,-3.662109
1487805380.04469,1487805380.04707,-0.045898,0.65918,-0.019043,-2.502441,-1.89209,-3.479004
1487805380.04713,1487805380.04956,-0.07959,0.70459,0.044434,-3.90625,-1.098633,-3.479004
1487805380.04962,1487805380.05204,-0.074219,0.708984,0.058594,-2.929688,-1.037598,-4.089355
1487805380.05210,1487805380.05452,-0.063477,0.693359,-0.055664,-3.417969,-1.831055,-2.624512
1487805380.05458,1487805380.05702,-0.091309,0.69043,0.115234,-3.295898,-1.77002,-2.868652
1487805380.05708,1487805380.05950,-0.055664,0.683105,-0.015625,-3.417969,-2.563477,-3.112793
1487805380.05956,1487805380.06205,-0.058594,0.689453,0.024414,-2.990723,-2.13623,-3.540039
1487805380.06211,1487805380.06453,-0.110352,0.694336,-0.020996,-1.89209,-2.380371,-3.540039
1487805380.06459,1487805380.06702,-0.085449,0.690918,0.004883,-3.051758,-2.13623,-3.417969
1487805380.06708,1487805380.06950,-0.094238,0.666504,0.022949,-3.479004,-1.525879,-3.540039
1487805380.06956,1487805380.07198,-0.039062,0.685059,0.010742,-2.685547,-1.159668,-3.601074
1487805380.07204,1487805380.07446,-0.100586,0.685547,0.010254,-3.417969,-2.13623,-3.173828
1487805380.07463,1487805380.07706,-0.06543,0.702148,0.031738,-2.807617,-2.01416,-3.051758
1487805380.07713,1487805380.07954,-0.04541,0.693359,0.010254,-3.540039,-1.342773,-2.929688
1487805380.07960,1487805380.08202,-0.089355,0.665039,0.01709,-2.01416,-1.037598,-2.624512
1487805380.08208,1487805380.08450,-0.073242,0.683594,0.107422,-1.647949,-1.89209,-2.563477
1487805380.08456,1487805380.08694,-0.067871,0.662109,0.010254,-3.540039,-1.098633,-2.441406
1487805380.08700,1487805380.08930,-0.062988,0.705078,-0.03125,-3.356934,-1.281738,-2.868652
1487805380.08936,1487805380.09166,-0.086914,0.674805,0.02832,-4.211426,-1.647949,-2.990723
1487805380.09172,1487805380.09401,-0.095215,0.708496,0.032227,-3.051758,-1.708984,-2.929688
1487805380.09407,1487805380.09638,-0.094238,0.680664,0.009277,-2.319336,-0.976562,-2.746582
1487805380.09644,1487805380.09874,-0.056152,0.685059,-0.021484,-2.319336,-2.563477,-2.868652
1487805380.09880,1487805380.10109,-0.055664,0.695801,0.051758,-2.441406,-2.624512,-2.929688
1487805380.10115,1487805380.10345,-0.04541,0.692383,-0.022949,-3.234863,-1.525879,-2.624512
1487805380.10351,1487805380.10592,-0.072754,0.671875,-0.015137,-3.90625,-1.647949,-3.112793
1487805380.10599,1487805380.10830,-0.073242,0.677734,0.105469,-4.333496,-1.525879,-2.929688
1487805380.10836,1487805380.11066,-0.09082,0.652832,0.020996,-3.967285,-1.586914,-2.807617
1487805380.11072,1487805380.11302,-0.057129,0.691406,0.012695,-2.685547,-1.586914,-3.234863
1487805380.11308,1487805380.11549,-0.045898,0.708984,0.016602,-2.01416,-1.831055,-2.624512
1487805380.11556,1487805380.11811,-0.06543,0.681152,0.066406,-3.112793,-2.807617,-2.990723
1487805380.11817,1487805380.12060,-0.078125,0.694336,0.006348,-3.417969,-1.708984,-2.319336
1487805380.12066,1487805380.12308,-0.055664,0.678711,0.035156,-4.272461,-1.77002,-3.051758
1487805380.12314,1487805380.12556,-0.053711,0.709961,0.089844,-3.356934,-2.13623,-2.624512
1487805380.12562,1487805380.12805,-0.054199,0.692871,0.026367,-1.953125,-1.403809,-2.868652
1487805380.12811,1487805380.13053,-0.062988,0.694824,-0.029297,-2.502441,-1.831055,-2.807617
1487805380.13059,1487805380.13301,-0.039062,0.681152,-0.008789,-2.197266,-1.159668,-2.868652
1487805380.13307,1487805380.13549,-0.10498,0.677734,0.022461,-2.624512,-2.01416,-3.662109
1487805380.13555,1487805380.13787,-0.030273,0.691406,0.047852,-2.258301,-1.953125,-3.356934
1487805380.13793,1487805380.14023,-0.081543,0.697754,-0.078613,-2.563477,-1.525879,-3.234863
1487805380.14029,1487805380.14259,-0.079102,0.720703,0.003418,-4.150391,-1.525879,-3.78418
1487805380.14265,1487805380.14494,-0.086426,0.668457,0.008301,-3.845215,-1.647949,-3.417969
1487805380.14500,1487805380.14742,-0.050781,0.691406,-0.014648,-4.211426,-1.953125,-3.173828
1487805380.14748,1487805380.14991,-0.053711,0.728027,0.041504,-2.624512,-2.13623,-3.234863
1487805380.14997,1487805380.15239,-0.102539,0.710449,0.02832,-2.685547,-2.746582,-3.173828
1487805380.15245,1487805380.15487,-0.067871,0.700684,-0.012207,-2.807617,-0.854492,-2.929688
1487805380.15493,1487805380.15737,-0.088379,0.683105,0.000488,-3.112793,-1.464844,-2.807617
1487805380.15743,1487805380.15985,-0.151367,0.701172,0.000977,-4.211426,-1.586914,-3.112793
1487805380.15992,1487805380.16234,-0.07959,0.696777,0.026367,-4.272461,-1.586914,-2.990723
1487805380.16240,1487805380.16482,-0.069336,0.707031,0.080078,-2.990723,-1.708984,-2.746582
1487805380.16488,1487805380.16737,-0.083008,0.687012,-0.031738,-2.258301,-1.220703,-2.624512
1487805380.16743,1487805380.16985,-0.077637,0.687012,0.109863,-2.563477,-1.708984,-2.990723
1487805380.16991,1487805380.17234,-0.073242,0.696777,0.101562,-4.089355,-2.13623,-1.77002
1487805380.17240,1487805380.17482,-0.07373,0.664551,0.01709,-2.807617,-2.258301,-2.807617
1487805380.17499,1487805380.17743,-0.106934,0.692383,0.035156,-3.540039,-2.502441,-2.563477
1487805380.17749,1487805380.17991,-0.06543,0.711914,-0.005859,-3.295898,-1.953125,-2.685547
1487805380.17997,1487805380.18239,-0.079102,0.695801,0.053223,-2.502441,-1.89209,-2.990723
1487805380.18245,1487805380.18487,-0.069824,0.696777,-0.051758,-3.051758,-1.037598,-2.746582
1487805380.18493,1487805380.18729,-0.077148,0.67334,0.047363,-3.417969,-2.075195,-2.502441
1487805380.18735,1487805380.18964,-0.084473,0.692383,-0.092285,-4.150391,-1.77002,-2.685547
1487805380.18970,1487805380.19200,-0.072754,0.697754,0.013184,-3.417969,-1.647949,-2.563477
1487805380.19206,1487805380.19436,-0.076172,0.67334,-0.005859,-3.479004,-0.061035,-2.197266
1487805380.19442,1487805380.19679,-0.055176,0.683594,0.030762,-3.234863,-0.732422,-2.197266
1487805380.19685,1487805380.19926,-0.091797,0.683105,0.110352,-3.234863,-1.586914,-2.258301
1487805380.19933,1487805380.20173,-0.078125,0.707031,0.043457,-0.610352,-1.342773,-2.319336
1487805380.20179,1487805380.20420,-0.06543,0.696777,0.001465,-1.464844,-1.586914,-1.831055
1487805380.20426,1487805380.20666,-0.070312,0.703613,0.002441,-2.380371,-0.488281,-1.77002
1487805380.20673,1487805380.20911,-0.081055,0.688965,0.019531,-3.479004,-0.854492,-2.01416
1487805380.20917,1487805380.21155,-0.050781,0.696777,0.046387,-3.112793,-0.976562,-1.586914
1487805380.21161,1487805380.21399,-0.079102,0.702148,-0.06543,-1.464844,-0.915527,-1.77002
1487805380.21405,1487805380.21657,-0.07959,0.688965,0.115723,-2.380371,-0.244141,-1.586914
1487805380.21663,1487805380.21906,-0.057617,0.685059,0.012207,-2.624512,-0.671387,-0.976562
1487805380.21912,1487805380.22154,-0.062012,0.668457,0.018555,-2.13623,-1.098633,-2.197266
1487805380.22160,1487805380.22403,-0.039062,0.689453,0.023926,-1.647949,-0.793457,-1.831055
1487805380.22409,1487805380.22655,-0.052246,0.680664,0.037109,-2.929688,-0.793457,-1.89209
1487805380.22661,1487805380.22903,-0.091797,0.702637,-0.006836,-3.173828,-1.586914,-2.197266
1487805380.22909,1487805380.23151,-0.02832,0.708984,0.012695,-1.525879,-1.342773,-1.342773
1487805380.23157,1487805380.23399,-0.066406,0.673828,0.070312,-2.563477,-1.098633,-1.77002
1487805380.23405,1487805380.23644,-0.055664,0.681641,0.091797,-2.685547,-1.037598,-2.197266
1487805380.23650,1487805380.23880,-0.046387,0.69873,0.001465,-2.380371,-1.281738,-2.258301
1487805380.23886,1487805380.24116,-0.067871,0.695312,0.034668,-2.075195,-0.915527,-1.89209
1487805380.24122,1487805380.24352,-0.073242,0.673828,-0.087891,-2.624512,-0.488281,-1.342773
1487805380.24358,1487805380.24589,-0.094727,0.688965,-0.012207,-2.380371,-0.915527,-1.525879
1487805380.24595,1487805380.24838,-0.086914,0.682617,0.009277,-2.868652,-1.281738,-1.098633
1487805380.24844,1487805380.25086,-0.101074,0.687988,0.019531,-1.586914,-1.464844,-1.647949
1487805380.25092,1487805380.25334,-0.057129,0.69043,-0.024902,-1.525879,-0.915527,-1.403809
1487805380.25340,1487805380.25583,-0.077148,0.690918,0.040039,-3.051758,-0.12207,-2.01416
1487805380.25590,1487805380.25832,-0.04541,0.697266,0.120605,-3.295898,0.12207,-2.441406
1487805380.25838,1487805380.26080,-0.075684,0.665039,-0.094238,-3.78418,-15.380859,-1.77002
1487805380.26087,1487805380.26328,-0.038574,0.689453,0.023926,-3.662109,-0.183105,-2.197266
1487805380.26335,1487805380.26578,-0.054199,0.696777,0.049316,-3.112793,0.061035,-1.831055
1487805380.26584,1487805380.26828,-0.047852,0.691406,0.053711,-1.037598,-0.854492,-1.342773
1487805380.26834,1487805380.27077,-0.070312,0.6875,-0.039062,-1.281738,-1.037598,-1.098633
1487805380.27083,1487805380.27325,-0.077637,0.668945,0.053223,-1.953125,-0.671387,-1.525879
1487805380.27342,1487805380.27585,-0.038574,0.700195,-0.030762,-2.868652,-0.793457,-1.77002
1487805380.27592,1487805380.27834,-0.037109,0.677246,-0.019043,-3.540039,-1.159668,-1.586914
1487805380.27840,1487805380.28082,-0.086426,0.664062,0.069824,-4.394531,-0.793457,-1.037598
1487805380.28089,1487805380.28331,-0.063477,0.712891,-0.055664,-2.929688,-0.976562,-2.13623
1487805380.28337,1487805380.28581,-0.087402,0.668945,0.035156,-2.13623,-0.976562,-1.708984
1487805380.28587,1487805380.28816,-0.045898,0.687012,-0.019531,-1.647949,-0.671387,-1.098633
1487805380.28822,1487805380.29052,-0.066406,0.685059,0.063477,0.061035,-0.793457,-1.647949
1487805380.29058,1487805380.29289,-0.069824,0.694824,-0.087891,-1.342773,-0.488281,-2.01416
1487805380.29295,1487805380.29525,-0.062988,0.679199,0.064941,-1.831055,-1.159668,-1.464844
1487805380.29531,1487805380.29767,-0.053223,0.69873,-0.03125,-2.624512,-1.037598,-1.281738
1487805380.29773,1487805380.30002,-0.044434,0.666016,0.027344,-4.333496,-0.915527,-0.427246
1487805380.30008,1487805380.30238,-0.078125,0.710449,0.122559,-3.967285,-1.281738,-0.671387
1487805380.30244,1487805380.30473,-0.070312,0.685547,0.083008,-2.929688,-0.976562,-1.586914
1487805380.30479,1487805380.30718,-0.067383,0.69043,0.000977,-1.89209,-0.610352,-2.075195
1487805380.30724,1487805380.30962,-0.083008,0.699219,-0.089844,-3.051758,-0.915527,-1.831055
1487805380.30968,1487805380.31207,-0.084473,0.676758,-0.099121,-3.540039,-0.732422,-1.403809
1487805380.31213,1487805380.31451,-0.049805,0.661133,-0.044922,-2.075195,-0.732422,-1.342773
1487805380.31457,1487805380.31700,-0.050781,0.694824,0.050293,-2.075195,-0.427246,-2.197266
1487805380.31706,1487805380.31948,-0.070312,0.699219,-0.004395,-2.258301,-0.915527,-2.685547
1487805380.31955,1487805380.32197,-0.088867,0.6875,-0.012695,-2.13623,-0.915527,-1.647949
1487805380.32203,1487805380.32444,-0.043457,0.665039,0.008789,-3.723145,-1.098633,-1.953125
1487805380.32450,1487805380.32697,-0.071777,0.67334,-0.00293,-2.868652,-1.220703,-2.380371
1487805380.32703,1487805380.32945,-0.04541,0.683105,0.057617,-1.708984,-0.732422,-1.220703
1487805380.32951,1487805380.33194,-0.057129,0.687988,0.101562,-0.915527,-1.342773,-1.647949
1487805380.33200,1487805380.33442,-0.055664,0.699219,0.063965,-2.685547,-1.037598,-1.89209
