timestamp_before, timestamp_After, accel_x, accel_y, accel_z, gyro_x, gyro_y, gyro_z,
1489614562.324747, 1489614562.334758, 0.024414, 0.705566, 0.043457, -1.159668, -0.915527, -2.380371
1489614562.335009, 1489614562.337410, 0.030762, 0.673828, 0.067871, -1.098633, -0.854492, -3.295898
1489614562.337579, 1489614562.339876, 0.048828, 0.700684, 0.026367, -1.770020, -0.427246, -2.624512
1489614562.340046, 1489614562.342602, 0.028809, 0.662598, 0.030762, -2.136230, -0.671387, -2.502441
1489614562.342771, 1489614562.345075, 0.060547, 0.687012, 0.075195, -2.563477, -1.281738, -2.197266
1489614562.345241, 1489614562.347535, 0.027344, 0.677246, 0.035156, -0.366211, -1.220703, -2.441406
1489614562.347703, 1489614562.350035, 0.013672, 0.662598, 0.022461, -0.671387, -1.220703, -2.380371
1489614562.350204, 1489614562.352557, 0.058105, 0.679199, 0.011230, -0.732422, -1.342773, -1.953125
1489614562.352726, 1489614562.355502, 0.042480, 0.695801, 0.062988, -2.075195, -1.403809, -2.441406
1489614562.355669, 1489614562.357965, 0.022461, 0.684570, 0.026367, -2.624512, -0.549316, -2.441406
1489614562.358132, 1489614562.360425, 0.049805, 0.670898, 0.030762, -1.708984, -0.793457, -2.502441
1489614562.360592, 1489614562.362944, 0.024414, 0.668457, 0.112305, -0.366211, -1.525879, -2.380371
1489614562.363111, 1489614562.365410, 0.029297, 0.688965, 0.062988, 0.488281, -1.647949, -1.770020
1489614562.365577, 1489614562.367873, 0.041016, 0.685547, -0.033203, 0.549316, -1.037598, -1.953125
1489614562.368038, 1489614562.370333, 0.042480, 0.656250, 0.004395, -0.122070, -0.732422, -1.708984
1489614562.370502, 1489614562.372808, 0.035156, 0.679688, 0.045410, -1.159668, -1.159668, -1.647949
1489614562.372975, 1489614562.375273, 0.036621, 0.684570, 0.067383, -2.136230, -0.976562, -2.075195
1489614562.375441, 1489614562.377744, 0.038574, 0.694336, 0.026855, -1.953125, -0.244141, -2.380371
1489614562.377911, 1489614562.380209, 0.036133, 0.687500, 0.085449, -3.112793, 0.488281, -2.563477
1489614562.380377, 1489614562.382805, 0.041016, 0.656250, 0.032227, -1.892090, -0.793457, -2.502441
1489614562.382979, 1489614562.385363, 0.077148, 0.680664, 0.069824, -1.342773, -1.098633, -2.380371
1489614562.385533, 1489614562.387924, 0.022949, 0.695801, 0.087402, -2.441406, -0.671387, -2.685547
1489614562.388095, 1489614562.390544, 0.070801, 0.678711, 0.032715, -1.892090, -1.586914, -0.976562
1489614562.390720, 1489614562.393107, 0.046387, 0.688965, 0.055176, -1.586914, -1.464844, -1.831055
1489614562.393274, 1489614562.396196, 0.014648, 0.679199, 0.018555, -2.624512, -0.915527, -2.380371
1489614562.396367, 1489614562.398673, 0.015137, 0.682617, 0.031738, -3.662109, -0.976562, -2.197266
1489614562.398841, 1489614562.401183, 0.054688, 0.686523, 0.064941, -1.525879, -1.159668, -1.403809
1489614562.401360, 1489614562.404395, 0.013672, 0.680664, 0.028320, -0.793457, -0.610352, -1.586914
1489614562.404580, 1489614562.407002, 0.020508, 0.666504, 0.079102, -2.136230, -0.671387, -2.197266
1489614562.407179, 1489614562.409598, 0.028320, 0.681641, 0.013184, -1.770020, -0.854492, -2.014160
1489614562.409773, 1489614562.412211, 0.043945, 0.700684, 0.030273, -1.770020, -0.793457, -1.098633
1489614562.412387, 1489614562.414804, 0.043457, 0.674805, 0.054199, -2.075195, -1.159668, -2.319336
1489614562.414978, 1489614562.417397, 0.027344, 0.660645, 0.008301, -1.281738, -0.488281, -1.647949
1489614562.417572, 1489614562.419992, 0.039551, 0.683105, -0.006836, -0.366211, -0.854492, -1.647949
1489614562.420167, 1489614562.422530, 0.036133, 0.668457, 0.119141, -0.976562, -0.854492, -1.464844
1489614562.422698, 1489614562.425002, 0.053711, 0.677734, 0.075684, -1.892090, -0.549316, -2.502441
1489614562.425169, 1489614562.427462, 0.036133, 0.709961, 0.062012, -2.136230, -1.037598, -2.380371
1489614562.427629, 1489614562.429929, 0.014648, 0.677734, -0.029297, -1.464844, -1.037598, -2.258301
1489614562.430094, 1489614562.432406, 0.074219, 0.683594, 0.077637, -1.098633, -0.976562, -2.014160
1489614562.432575, 1489614562.434872, 0.076172, 0.681641, 0.086426, -1.342773, -1.403809, -1.342773
1489614562.435039, 1489614562.437336, 0.045898, 0.683594, 0.054199, -1.892090, -0.671387, -1.220703
1489614562.437645, 1489614562.439953, 0.080078, 0.672852, 0.088379, -1.159668, -1.220703, -1.220703
1489614562.440119, 1489614562.442540, 0.047852, 0.683105, 0.061523, -1.281738, -1.159668, -0.854492
1489614562.442708, 1489614562.445010, 0.022949, 0.686523, 0.007324, -2.014160, -1.037598, -1.342773
1489614562.445177, 1489614562.447479, 0.013672, 0.672852, 0.067383, -1.403809, -2.075195, -1.403809
1489614562.447645, 1489614562.449942, 0.062988, 0.674805, 0.042480, -3.234863, -1.281738, -1.403809
1489614562.450107, 1489614562.452587, 0.039551, 0.656738, -0.047852, -1.770020, -1.159668, -1.403809
1489614562.452762, 1489614562.455192, 0.029297, 0.676758, 0.123535, -0.488281, -1.098633, -1.953125
1489614562.455366, 1489614562.457787, 0.031738, 0.693359, 0.062988, -1.892090, -0.610352, -1.708984
1489614562.457960, 1489614562.460387, 0.036133, 0.654785, 0.012695, -2.136230, -0.793457, -1.403809
1489614562.460563, 1489614562.462993, 0.060547, 0.677734, 0.091797, -3.051758, -0.854492, -1.098633
1489614562.463167, 1489614562.465591, 0.045898, 0.675781, 0.053711, -2.380371, -1.098633, -1.831055
1489614562.465765, 1489614562.468186, 0.010742, 0.670898, 0.012207, -1.281738, -1.220703, -1.464844
1489614562.468359, 1489614562.470775, 0.044922, 0.674805, 0.057617, -0.122070, -1.037598, -1.281738
1489614562.470949, 1489614562.473274, 0.067871, 0.697266, 0.057129, -1.098633, -0.610352, -1.770020
1489614562.473441, 1489614562.475748, 0.030273, 0.668457, 0.028320, -2.746582, -1.159668, -1.586914
1489614562.475914, 1489614562.478210, 0.063965, 0.674805, 0.024902, -2.502441, -0.549316, -2.136230
1489614562.478376, 1489614562.480682, 0.080566, 0.674805, 0.037109, -2.502441, -0.427246, -1.586914
1489614562.480849, 1489614562.483154, 0.031250, 0.696777, 0.030762, -1.220703, -0.244141, -2.746582
1489614562.483321, 1489614562.485631, 0.052734, 0.695801, 0.077148, -0.854492, -0.732422, -2.136230
1489614562.485797, 1489614562.488096, 0.020996, 0.674805, 0.039062, -0.183105, -1.586914, -2.258301
1489614562.488263, 1489614562.490567, 0.047852, 0.679688, 0.044434, -2.258301, -1.220703, -1.831055
1489614562.490733, 1489614562.493211, 0.058105, 0.671875, 0.054199, -1.892090, -1.586914, -1.892090
1489614562.493384, 1489614562.495806, 0.077637, 0.685059, 0.081055, -1.586914, -1.525879, -1.892090
1489614562.495981, 1489614562.498408, 0.013184, 0.687012, -0.003418, -0.976562, -1.098633, -2.136230
1489614562.498582, 1489614562.501001, 0.010742, 0.683594, 0.094238, 0.000000, -0.793457, -1.953125
1489614562.501187, 1489614562.503648, 0.034668, 0.669434, 0.000000, -0.976562, -1.159668, -1.953125
1489614562.503822, 1489614562.506249, 0.053711, 0.694824, 0.037109, -2.685547, -0.976562, -1.953125
1489614562.506424, 1489614562.508930, 0.075684, 0.676758, 0.041992, -1.159668, -1.953125, -1.892090
1489614562.509103, 1489614562.511568, 0.039062, 0.680664, 0.062988, -1.403809, -1.403809, -1.586914
1489614562.511742, 1489614562.514168, 0.071777, 0.668945, -0.041504, -0.244141, -1.770020, -1.770020
1489614562.514342, 1489614562.516766, 0.050293, 0.663086, 0.024414, -1.281738, -1.220703, -1.831055
1489614562.516940, 1489614562.519363, 0.041016, 0.669922, 0.084473, -0.244141, -1.403809, -1.831055
1489614562.519537, 1489614562.521962, 0.039062, 0.684570, 0.020996, -0.976562, -1.403809, -1.098633
1489614562.522130, 1489614562.524434, 0.045898, 0.643066, 0.087402, -1.525879, -1.342773, -1.708984
1489614562.524600, 1489614562.526900, 0.026855, 0.691406, 0.049316, -1.342773, -1.098633, -2.014160
1489614562.527066, 1489614562.529366, 0.044922, 0.674805, 0.049805, -1.586914, -1.464844, -2.319336
1489614562.529531, 1489614562.531876, 0.043945, 0.685059, 0.071289, -1.953125, -1.159668, -2.258301
1489614562.532050, 1489614562.534481, 0.059570, 0.683105, 0.083496, -2.319336, -1.281738, -1.770020
1489614562.534656, 1489614562.537085, 0.055664, 0.685547, 0.038086, -2.502441, -0.122070, -2.380371
1489614562.537260, 1489614562.539686, 0.028809, 0.671387, 0.038086, -2.380371, -1.159668, -2.197266
1489614562.539859, 1489614562.542242, 0.039551, 0.666992, 0.049805, -1.953125, -1.525879, -2.197266
1489614562.542522, 1489614562.544827, 0.044922, 0.678711, 0.020996, -2.197266, -1.281738, -2.563477
1489614562.544993, 1489614562.547299, 0.028809, 0.688965, 0.093262, -1.831055, -0.854492, -1.892090
1489614562.547466, 1489614562.549768, 0.026855, 0.677734, 0.085449, -1.647949, -0.976562, -1.892090
1489614562.549935, 1489614562.552325, 0.043945, 0.689453, -0.012695, -0.793457, -1.647949, -1.831055
1489614562.552494, 1489614562.554796, 0.050293, 0.662598, 0.088379, -1.281738, -1.586914, -1.525879
1489614562.554962, 1489614562.557260, 0.022949, 0.679688, 0.092773, -1.525879, -0.610352, -2.441406
1489614562.557427, 1489614562.559729, 0.051758, 0.676758, 0.012695, -1.708984, -0.244141, -2.563477
1489614562.559895, 1489614562.562298, 0.042480, 0.673340, 0.110352, -2.380371, -0.244141, -2.441406
1489614562.562467, 1489614562.564766, 0.043945, 0.683594, 0.028809, -1.403809, -0.305176, -2.563477
